year,DHSID_EA,n_quads
2018,NG-2018-7Z-00000756,2
2018,NG-2018-7Z-00000757,4
2018,NG-2018-7Z-00000758,4
2018,NG-2018-7Z-00000759,2
2018,NG-2018-7Z-00000760,4
2018,NG-2018-7Z-00000761,4
2018,NG-2018-7Z-00000762,4
2018,NG-2018-7Z-00000763,2
2018,NG-2018-7Z-00000764,4
2018,NG-2018-7Z-00000765,2
2018,NG-2018-7Z-00000769,2
2018,NG-2018-7Z-00000771,2
2018,NG-2018-7Z-00000772,4
2018,NG-2018-7Z-00000773,2
2018,NG-2018-7Z-00000775,2
2018,NG-2018-7Z-00000777,2
2018,NG-2018-7Z-00000779,2
2018,NG-2018-7Z-00000780,2
2018,NG-2018-7Z-00000783,2
2018,NG-2018-7Z-00000784,2
2018,NG-2018-7Z-00000785,4
2018,NG-2018-7Z-00000787,4
2018,NG-2018-7Z-00000788,4
2018,NG-2018-7Z-00000789,4
2018,NG-2018-7Z-00000790,4
2018,NG-2018-7Z-00000791,2
2018,NG-2018-7Z-00000794,4
2018,NG-2018-7Z-00000795,4
2018,NG-2018-7Z-00000798,2
2018,NG-2018-7Z-00000800,2
2018,NG-2018-7Z-00000801,2
2018,NG-2018-7Z-00000802,4
2018,NG-2018-7Z-00000803,2
2018,NG-2018-7Z-00000804,4
2018,NG-2018-7Z-00000805,2
2018,NG-2018-7Z-00000806,4
2018,NG-2018-7Z-00000807,4
2018,NG-2018-7Z-00000808,4
2018,NG-2018-7Z-00000809,2
2018,NG-2018-7Z-00000810,2
2018,NG-2018-7Z-00000814,2
2018,NG-2018-7Z-00000815,4
2018,NG-2018-7Z-00000816,2
2018,NG-2018-7Z-00000817,4
2018,NG-2018-7Z-00000818,2
2018,NG-2018-7Z-00000819,4
2018,NG-2018-7Z-00000820,2
2018,NG-2018-7Z-00000821,2
2018,NG-2018-7Z-00000822,2
2018,NG-2018-7Z-00000823,4
2018,NG-2018-7Z-00000824,2
2018,NG-2018-7Z-00000825,2
2018,NG-2018-7Z-00000827,2
2018,NG-2018-7Z-00000829,2
2018,NG-2018-7Z-00000832,2
2018,NG-2018-7Z-00000833,2
2018,NG-2018-7Z-00000834,2
2018,NG-2018-7Z-00000835,4
2018,NG-2018-7Z-00000836,4
2018,NG-2018-7Z-00000837,4
2018,NG-2018-7Z-00000838,2
2018,NG-2018-7Z-00000839,4
2018,NG-2018-7Z-00000840,2
2018,NG-2018-7Z-00000842,4
2018,NG-2018-7Z-00000843,2
2018,NG-2018-7Z-00000845,2
2018,NG-2018-7Z-00000846,4
2018,NG-2018-7Z-00000847,4
2018,NG-2018-7Z-00000852,2
2018,NG-2018-7Z-00000854,2
2018,NG-2018-7Z-00000856,2
2018,NG-2018-7Z-00000859,4
2018,NG-2018-7Z-00000861,2
2018,NG-2018-7Z-00000863,2
2018,NG-2018-7Z-00000864,2
2018,NG-2018-7Z-00000868,4
2018,NG-2018-7Z-00000870,2
2018,NG-2018-7Z-00000871,2
2018,NG-2018-7Z-00000872,4
2018,NG-2018-7Z-00000873,4
2018,NG-2018-7Z-00000874,4
2018,NG-2018-7Z-00000875,2
2018,NG-2018-7Z-00000876,2
2018,NG-2018-7Z-00000877,2
2018,NG-2018-7Z-00000878,2
2018,NG-2018-7Z-00000879,4
2018,NG-2018-7Z-00000880,2
2018,NG-2018-7Z-00000881,2
2018,NG-2018-7Z-00000882,2
2018,NG-2018-7Z-00000883,2
2018,NG-2018-7Z-00000884,2
2018,NG-2018-7Z-00000887,2
2018,NG-2018-7Z-00000888,4
2018,NG-2018-7Z-00000889,4
2018,NG-2018-7Z-00000890,4
2018,NG-2018-7Z-00000891,2
2018,NG-2018-7Z-00000892,2
2018,NG-2018-7Z-00000895,4
2018,NG-2018-7Z-00000896,2
2018,NG-2018-7Z-00000897,2
2018,NG-2018-7Z-00000898,2
2018,NG-2018-7Z-00000899,2
2018,NG-2018-7Z-00000900,2
2018,NG-2018-7Z-00000903,4
2018,NG-2018-7Z-00000904,2
2018,NG-2018-7Z-00000906,2
2018,NG-2018-7Z-00000907,2
2018,NG-2018-7Z-00000909,4
2018,NG-2018-7Z-00000910,4
2018,NG-2018-7Z-00000911,2
2018,NG-2018-7Z-00000912,2
2018,NG-2018-7Z-00000914,2
2018,NG-2018-7Z-00000916,2
2018,NG-2018-7Z-00000917,2
2018,NG-2018-7Z-00000918,4
2018,NG-2018-7Z-00000919,2
2018,NG-2018-7Z-00000920,2
2018,NG-2018-7Z-00000921,4
2018,NG-2018-7Z-00000923,4
2018,NG-2018-7Z-00000924,4
2018,NG-2018-7Z-00000926,2
2018,NG-2018-7Z-00000927,4
2018,NG-2018-7Z-00000928,2
2018,NG-2018-7Z-00000929,2
2018,NG-2018-7Z-00000930,4
2018,NG-2018-7Z-00000931,2
2018,NG-2018-7Z-00000932,2
2018,NG-2018-7Z-00000933,4
2018,NG-2018-7Z-00000934,2
2018,NG-2018-7Z-00000935,2
2018,NG-2018-7Z-00000936,2
2018,NG-2018-7Z-00000937,4
2018,NG-2018-7Z-00000938,2
2018,NG-2018-7Z-00000941,2
2018,NG-2018-7Z-00000942,2
2018,NG-2018-7Z-00000943,2
2018,NG-2018-7Z-00000944,2
2018,NG-2018-7Z-00000945,2
2018,NG-2018-7Z-00000946,2
2018,NG-2018-7Z-00000947,2
2018,NG-2018-7Z-00000949,4
2018,NG-2018-7Z-00000950,4
2018,NG-2018-7Z-00000951,2
2018,NG-2018-7Z-00000952,2
2018,NG-2018-7Z-00000954,4
2018,NG-2018-7Z-00000955,4
2018,NG-2018-7Z-00000956,4
2018,NG-2018-7Z-00000958,2
2018,NG-2018-7Z-00000959,4
2018,NG-2018-7Z-00000960,4
2018,NG-2018-7Z-00000961,4
2018,NG-2018-7Z-00000962,2
2018,NG-2018-7Z-00000963,2
2018,NG-2018-7Z-00000964,4
2018,NG-2018-7Z-00000966,2
2018,NG-2018-7Z-00000967,2
2018,NG-2018-7Z-00000968,2
2018,NG-2018-7Z-00000969,4
2018,NG-2018-7Z-00000972,2
2018,NG-2018-7Z-00000973,2
2018,NG-2018-7Z-00000976,4
2018,NG-2018-7Z-00000977,4
2018,NG-2018-7Z-00000978,2
2018,NG-2018-7Z-00000979,2
2018,NG-2018-7Z-00000980,4
2018,NG-2018-7Z-00000981,2
2018,NG-2018-7Z-00000982,2
2018,NG-2018-7Z-00000983,4
2018,NG-2018-7Z-00000984,2
2018,NG-2018-7Z-00000986,2
2018,NG-2018-7Z-00000987,2
2018,NG-2018-7Z-00000990,4
2018,NG-2018-7Z-00000991,2
2018,NG-2018-7Z-00000993,2
2018,NG-2018-7Z-00000996,4
2018,NG-2018-7Z-00000997,2
2018,NG-2018-7Z-00000998,4
2018,NG-2018-7Z-00000999,2
2018,NG-2018-7Z-00001000,2
2018,NG-2018-7Z-00001001,2
2018,NG-2018-7Z-00001004,2
2018,NG-2018-7Z-00001005,2
2018,NG-2018-7Z-00001006,2
2018,NG-2018-7Z-00001008,2
2018,NG-2018-7Z-00001013,2
2018,NG-2018-7Z-00001014,2
2018,NG-2018-7Z-00001015,2
2018,NG-2018-7Z-00001018,2
2018,NG-2018-7Z-00001019,2
2018,NG-2018-7Z-00001020,2
2018,NG-2018-7Z-00001021,4
2018,NG-2018-7Z-00001022,2
2018,NG-2018-7Z-00001023,2
2018,NG-2018-7Z-00001024,2
2018,NG-2018-7Z-00001025,2
2018,NG-2018-7Z-00001026,4
2018,NG-2018-7Z-00001027,2
2018,NG-2018-7Z-00001028,2
2018,NG-2018-7Z-00001029,2
2018,NG-2018-7Z-00001030,2
2018,NG-2018-7Z-00001031,2
2018,NG-2018-7Z-00001033,2
2018,NG-2018-7Z-00001034,4
2018,NG-2018-7Z-00001036,2
2018,NG-2018-7Z-00001037,2
2018,NG-2018-7Z-00001038,4
2018,NG-2018-7Z-00001041,2
2018,NG-2018-7Z-00001042,2
2018,NG-2018-7Z-00001043,2
2018,NG-2018-7Z-00001044,2
2018,NG-2018-7Z-00001045,2
2018,NG-2018-7Z-00001046,4
2018,NG-2018-7Z-00001048,4
2018,NG-2018-7Z-00001049,4
2018,NG-2018-7Z-00001051,2
2018,NG-2018-7Z-00001052,2
2018,NG-2018-7Z-00001053,2
2018,NG-2018-7Z-00001055,2
2018,NG-2018-7Z-00001056,4
2018,NG-2018-7Z-00001058,2
2018,NG-2018-7Z-00001059,2
2018,NG-2018-7Z-00001060,2
2018,NG-2018-7Z-00001061,4
2018,NG-2018-7Z-00001064,2
2018,NG-2018-7Z-00001065,4
2018,NG-2018-7Z-00001066,2
2018,NG-2018-7Z-00001067,2
2018,NG-2018-7Z-00001068,2
2018,NG-2018-7Z-00001069,2
2018,NG-2018-7Z-00001070,4
2018,NG-2018-7Z-00001071,2
2018,NG-2018-7Z-00001072,2
2018,NG-2018-7Z-00001073,4
2018,NG-2018-7Z-00001075,2
2018,NG-2018-7Z-00001076,2
2018,NG-2018-7Z-00001077,2
2018,NG-2018-7Z-00001078,4
2018,NG-2018-7Z-00001079,2
2018,NG-2018-7Z-00001080,4
2018,NG-2018-7Z-00001081,4
2018,NG-2018-7Z-00001083,4
2018,NG-2018-7Z-00001085,4
2018,NG-2018-7Z-00001088,2
2018,NG-2018-7Z-00001089,2
2018,NG-2018-7Z-00001090,2
2018,NG-2018-7Z-00001091,4
2018,NG-2018-7Z-00001092,2
2018,NG-2018-7Z-00001094,4
2018,NG-2018-7Z-00001096,2
2018,NG-2018-7Z-00001097,2
2018,NG-2018-7Z-00001098,4
2018,NG-2018-7Z-00001099,4
2018,NG-2018-7Z-00001100,4
2018,NG-2018-7Z-00001101,4
2018,NG-2018-7Z-00001102,4
2018,NG-2018-7Z-00001104,4
2018,NG-2018-7Z-00001105,4
2018,NG-2018-7Z-00001107,2
2018,NG-2018-7Z-00001108,2
2018,NG-2018-7Z-00001109,2
2018,NG-2018-7Z-00001110,4
2018,NG-2018-7Z-00001112,2
2018,NG-2018-7Z-00001115,2
2018,NG-2018-7Z-00001116,4
2018,NG-2018-7Z-00001117,2
2018,NG-2018-7Z-00001119,2
2018,NG-2018-7Z-00001120,2
2018,NG-2018-7Z-00001121,2
2018,NG-2018-7Z-00001122,2
2018,NG-2018-7Z-00001123,2
2018,NG-2018-7Z-00001124,2
2018,NG-2018-7Z-00001125,4
2018,NG-2018-7Z-00001126,4
2018,NG-2018-7Z-00001127,4
2018,NG-2018-7Z-00001128,2
2018,NG-2018-7Z-00001129,4
2018,NG-2018-7Z-00001130,2
2018,NG-2018-7Z-00001132,2
2018,NG-2018-7Z-00001133,2
2018,NG-2018-7Z-00001136,2
2018,NG-2018-7Z-00001137,2
2018,NG-2018-7Z-00001139,2
2018,NG-2018-7Z-00001140,2
2018,NG-2018-7Z-00001141,2
2018,NG-2018-7Z-00001143,2
2018,NG-2018-7Z-00001144,2
2018,NG-2018-7Z-00001145,2
2018,NG-2018-7Z-00001146,4
2018,NG-2018-7Z-00001147,2
2018,NG-2018-7Z-00001148,4
2018,NG-2018-7Z-00001150,2
2018,NG-2018-7Z-00001151,4
2018,NG-2018-7Z-00001153,2
2018,NG-2018-7Z-00001154,2
2018,NG-2018-7Z-00001157,2
2018,NG-2018-7Z-00001158,4
2018,NG-2018-7Z-00001159,2
2018,NG-2018-7Z-00001161,2
2018,NG-2018-7Z-00001163,2
2018,NG-2018-7Z-00001165,2
2018,NG-2018-7Z-00001167,2
2018,NG-2018-7Z-00001168,2
2018,NG-2018-7Z-00001171,2
2018,NG-2018-7Z-00001173,4
2018,NG-2018-7Z-00001174,2
2018,NG-2018-7Z-00001175,2
2018,NG-2018-7Z-00001176,2
2018,NG-2018-7Z-00001177,4
2018,NG-2018-7Z-00001179,2
2018,NG-2018-7Z-00001180,2
2018,NG-2018-7Z-00001181,4
2018,NG-2018-7Z-00001182,2
2018,NG-2018-7Z-00001183,2
2018,NG-2018-7Z-00001186,2
2018,NG-2018-7Z-00001188,2
2018,NG-2018-7Z-00001189,2
2018,NG-2018-7Z-00001190,2
2018,NG-2018-7Z-00001193,4
2018,NG-2018-7Z-00001195,4
2018,NG-2018-7Z-00001196,2
2018,NG-2018-7Z-00001198,4
2018,NG-2018-7Z-00001199,2
2018,NG-2018-7Z-00001200,4
2018,NG-2018-7Z-00001201,2
2018,NG-2018-7Z-00001202,2
2018,NG-2018-7Z-00001203,2
2018,NG-2018-7Z-00001204,2
2018,NG-2018-7Z-00001207,2
2018,NG-2018-7Z-00001209,2
2018,NG-2018-7Z-00001210,2
2018,NG-2018-7Z-00001211,4
2018,NG-2018-7Z-00001212,2
2018,NG-2018-7Z-00001213,2
2018,NG-2018-7Z-00001214,4
2018,NG-2018-7Z-00001215,4
2018,NG-2018-7Z-00001216,2
2018,NG-2018-7Z-00001218,2
2018,NG-2018-7Z-00001219,4
2018,NG-2018-7Z-00001220,2
2018,NG-2018-7Z-00001221,2
2018,NG-2018-7Z-00001222,4
2018,NG-2018-7Z-00001223,2
2018,NG-2018-7Z-00001224,4
2018,NG-2018-7Z-00001225,4
2018,NG-2018-7Z-00001226,4
2018,NG-2018-7Z-00001227,4
2018,NG-2018-7Z-00001228,4
2018,NG-2018-7Z-00001229,4
2018,NG-2018-7Z-00001230,4
2018,NG-2018-7Z-00001231,2
2018,NG-2018-7Z-00001232,4
2018,NG-2018-7Z-00001233,4
2018,NG-2018-7Z-00001234,2
2018,NG-2018-7Z-00001235,2
2018,NG-2018-7Z-00001236,4
2018,NG-2018-7Z-00001237,2
2018,NG-2018-7Z-00001238,2
2018,NG-2018-7Z-00001242,4
2018,NG-2018-7Z-00001243,2
2018,NG-2018-7Z-00001244,2
2018,NG-2018-7Z-00001245,2
2018,NG-2018-7Z-00001246,2
2018,NG-2018-7Z-00001247,4
2018,NG-2018-7Z-00001248,2
2018,NG-2018-7Z-00001249,2
2018,NG-2018-7Z-00001250,4
2018,NG-2018-7Z-00001251,4
2018,NG-2018-7Z-00001252,4
2018,NG-2018-7Z-00001253,4
2018,NG-2018-7Z-00001254,2
2018,NG-2018-7Z-00001255,2
2018,NG-2018-7Z-00001256,4
2018,NG-2018-7Z-00001257,2
2018,NG-2018-7Z-00001259,2
2018,NG-2018-7Z-00001260,4
2018,NG-2018-7Z-00001261,4
2018,NG-2018-7Z-00001262,2
2018,NG-2018-7Z-00001263,2
2018,NG-2018-7Z-00001264,2
2018,NG-2018-7Z-00001265,4
2018,NG-2018-7Z-00001266,2
2018,NG-2018-7Z-00001267,2
2018,NG-2018-7Z-00001269,4
2018,NG-2018-7Z-00001270,2
2018,NG-2018-7Z-00001271,4
2018,NG-2018-7Z-00001272,2
2018,NG-2018-7Z-00001273,2
2018,NG-2018-7Z-00001274,2
2018,NG-2018-7Z-00001275,4
2018,NG-2018-7Z-00001276,2
2018,NG-2018-7Z-00001277,4
2018,NG-2018-7Z-00001278,2
2018,NG-2018-7Z-00001279,4
2018,NG-2018-7Z-00001280,4
2018,NG-2018-7Z-00001281,2
2018,NG-2018-7Z-00001284,4
2018,NG-2018-7Z-00001285,2
2018,NG-2018-7Z-00001287,4
2018,NG-2018-7Z-00001288,2
2018,NG-2018-7Z-00001289,2
2018,NG-2018-7Z-00001290,4
2018,NG-2018-7Z-00001291,2
2018,NG-2018-7Z-00001293,2
2018,NG-2018-7Z-00001294,2
2018,NG-2018-7Z-00001295,4
2018,NG-2018-7Z-00001296,2
2018,NG-2018-7Z-00001299,2
2018,NG-2018-7Z-00001300,2
2018,NG-2018-7Z-00001303,2
2018,NG-2018-7Z-00001304,4
2018,NG-2018-7Z-00001305,2
2018,NG-2018-7Z-00001306,4
2018,NG-2018-7Z-00001307,4
2018,NG-2018-7Z-00001308,2
2018,NG-2018-7Z-00001309,4
2018,NG-2018-7Z-00001310,4
2018,NG-2018-7Z-00001311,4
2018,NG-2018-7Z-00001312,4
2018,NG-2018-7Z-00001313,2
2018,NG-2018-7Z-00001314,2
2018,NG-2018-7Z-00001315,2
2018,NG-2018-7Z-00001316,2
2018,NG-2018-7Z-00001318,4
2018,NG-2018-7Z-00001321,2
2018,NG-2018-7Z-00001322,4
2018,NG-2018-7Z-00001323,2
2018,NG-2018-7Z-00001324,4
2018,NG-2018-7Z-00001326,2
2018,NG-2018-7Z-00001327,2
2018,NG-2018-7Z-00001328,2
2018,NG-2018-7Z-00001330,2
2018,NG-2018-7Z-00001331,2
2018,NG-2018-7Z-00001332,2
2018,NG-2018-7Z-00001333,2
2018,NG-2018-7Z-00001334,2
2018,NG-2018-7Z-00001335,4
2018,NG-2018-7Z-00001336,2
2018,NG-2018-7Z-00001337,2
2018,NG-2018-7Z-00001338,2
2018,NG-2018-7Z-00001340,2
2018,NG-2018-7Z-00001342,4
2018,NG-2018-7Z-00001343,2
2018,NG-2018-7Z-00001344,2
2018,NG-2018-7Z-00001345,2
2018,NG-2018-7Z-00001346,2
2018,NG-2018-7Z-00001347,2
2018,NG-2018-7Z-00001348,4
2018,NG-2018-7Z-00001349,4
2018,NG-2018-7Z-00001351,2
2018,NG-2018-7Z-00001353,2
2018,NG-2018-7Z-00001354,4
2018,NG-2018-7Z-00001358,2
2018,NG-2018-7Z-00001361,2
2018,NG-2018-7Z-00001362,2
2018,NG-2018-7Z-00001363,2
2018,NG-2018-7Z-00001367,4
2018,NG-2018-7Z-00001370,2
2018,NG-2018-7Z-00001372,2
2018,NG-2018-7Z-00001375,4
2018,NG-2018-7Z-00001376,2
2018,NG-2018-7Z-00001377,4
2018,NG-2018-7Z-00001378,4
2018,NG-2018-7Z-00001379,4
2018,NG-2018-7Z-00001380,4
2018,NG-2018-7Z-00001381,4
2018,NG-2018-7Z-00001382,2
2018,NG-2018-7Z-00001383,2
2018,NG-2018-7Z-00001384,2
2018,NG-2018-7Z-00001385,2
2018,NG-2018-7Z-00001386,4
2018,NG-2018-7Z-00001387,2
2018,NG-2018-7Z-00001388,2
2018,NG-2018-7Z-00001390,2
2018,NG-2018-7Z-00001391,2
2018,NG-2018-7Z-00001392,2
2018,NG-2018-7Z-00001393,4
2018,NG-2018-7Z-00001394,2
2018,NG-2018-7Z-00001395,2
2018,NG-2018-7Z-00001397,4
2018,NG-2018-7Z-00001398,2
2018,NG-2018-7Z-00001399,2
2018,UG-2018-7Z-00000001,2
2018,UG-2018-7Z-00000002,4
2018,UG-2018-7Z-00000003,2
2018,UG-2018-7Z-00000004,4
2018,UG-2018-7Z-00000005,4
2018,UG-2018-7Z-00000006,2
2018,UG-2018-7Z-00000007,2
2018,UG-2018-7Z-00000008,4
2018,UG-2018-7Z-00000009,4
2018,UG-2018-7Z-00000010,4
2018,UG-2018-7Z-00000011,2
2018,UG-2018-7Z-00000016,2
2018,UG-2018-7Z-00000017,2
2018,UG-2018-7Z-00000018,2
2018,UG-2018-7Z-00000019,2
2018,UG-2018-7Z-00000020,2
2018,UG-2018-7Z-00000022,2
2018,UG-2018-7Z-00000023,2
2018,UG-2018-7Z-00000024,2
2018,UG-2018-7Z-00000025,2
2018,UG-2018-7Z-00000026,2
2018,UG-2018-7Z-00000027,4
2018,UG-2018-7Z-00000028,2
2018,UG-2018-7Z-00000030,2
2018,UG-2018-7Z-00000032,2
2018,UG-2018-7Z-00000033,4
2018,UG-2018-7Z-00000034,2
2018,UG-2018-7Z-00000036,4
2018,UG-2018-7Z-00000037,4
2018,UG-2018-7Z-00000038,4
2018,UG-2018-7Z-00000039,4
2018,UG-2018-7Z-00000041,4
2018,UG-2018-7Z-00000042,4
2018,UG-2018-7Z-00000043,2
2018,UG-2018-7Z-00000044,4
2018,UG-2018-7Z-00000045,2
2018,UG-2018-7Z-00000046,4
2018,UG-2018-7Z-00000047,2
2018,UG-2018-7Z-00000049,4
2018,UG-2018-7Z-00000050,4
2018,UG-2018-7Z-00000052,4
2018,UG-2018-7Z-00000053,2
2018,UG-2018-7Z-00000056,2
2018,UG-2018-7Z-00000057,4
2018,UG-2018-7Z-00000058,2
2018,UG-2018-7Z-00000059,2
2018,UG-2018-7Z-00000061,2
2018,UG-2018-7Z-00000062,2
2018,UG-2018-7Z-00000064,4
2018,UG-2018-7Z-00000065,2
2018,UG-2018-7Z-00000066,2
2018,UG-2018-7Z-00000067,2
2018,UG-2018-7Z-00000069,2
2018,UG-2018-7Z-00000070,4
2018,UG-2018-7Z-00000071,2
2018,UG-2018-7Z-00000072,2
2018,UG-2018-7Z-00000073,4
2018,UG-2018-7Z-00000075,2
2018,UG-2018-7Z-00000076,2
2018,UG-2018-7Z-00000077,2
2018,UG-2018-7Z-00000078,4
2018,UG-2018-7Z-00000081,2
2018,UG-2018-7Z-00000082,4
2018,UG-2018-7Z-00000083,2
2018,UG-2018-7Z-00000084,2
2018,UG-2018-7Z-00000085,2
2018,UG-2018-7Z-00000086,2
2018,UG-2018-7Z-00000087,4
2018,UG-2018-7Z-00000088,4
2018,UG-2018-7Z-00000089,2
2018,UG-2018-7Z-00000092,2
2018,UG-2018-7Z-00000093,2
2018,UG-2018-7Z-00000095,4
2018,UG-2018-7Z-00000096,2
2018,UG-2018-7Z-00000098,2
2018,UG-2018-7Z-00000099,2
2018,UG-2018-7Z-00000101,2
2018,UG-2018-7Z-00000102,2
2018,UG-2018-7Z-00000104,2
2018,UG-2018-7Z-00000105,2
2018,UG-2018-7Z-00000106,4
2018,UG-2018-7Z-00000107,4
2018,UG-2018-7Z-00000109,2
2018,UG-2018-7Z-00000110,2
2018,UG-2018-7Z-00000111,2
2018,UG-2018-7Z-00000113,2
2018,UG-2018-7Z-00000114,4
2018,UG-2018-7Z-00000116,2
2018,UG-2018-7Z-00000119,4
2018,UG-2018-7Z-00000120,4
2018,UG-2018-7Z-00000121,4
2018,UG-2018-7Z-00000122,2
2018,UG-2018-7Z-00000123,2
2018,UG-2018-7Z-00000125,2
2018,UG-2018-7Z-00000126,2
2018,UG-2018-7Z-00000128,2
2018,UG-2018-7Z-00000129,2
2018,UG-2018-7Z-00000130,4
2018,UG-2018-7Z-00000131,2
2018,UG-2018-7Z-00000132,2
2018,UG-2018-7Z-00000133,4
2018,UG-2018-7Z-00000135,4
2018,UG-2018-7Z-00000136,4
2018,UG-2018-7Z-00000140,4
2018,UG-2018-7Z-00000145,2
2018,UG-2018-7Z-00000146,2
2018,UG-2018-7Z-00000148,4
2018,UG-2018-7Z-00000150,2
2018,UG-2018-7Z-00000151,2
2018,UG-2018-7Z-00000152,2
2018,UG-2018-7Z-00000154,4
2018,UG-2018-7Z-00000155,2
2018,UG-2018-7Z-00000156,2
2018,UG-2018-7Z-00000160,2
2018,UG-2018-7Z-00000161,4
2018,UG-2018-7Z-00000162,4
2018,UG-2018-7Z-00000163,2
2018,UG-2018-7Z-00000164,4
2018,UG-2018-7Z-00000165,2
2018,UG-2018-7Z-00000167,2
2018,UG-2018-7Z-00000170,2
2018,UG-2018-7Z-00000171,4
2018,UG-2018-7Z-00000174,2
2018,UG-2018-7Z-00000175,2
2018,UG-2018-7Z-00000176,2
2018,UG-2018-7Z-00000177,2
2018,UG-2018-7Z-00000179,2
2018,UG-2018-7Z-00000180,2
2018,UG-2018-7Z-00000181,4
2018,UG-2018-7Z-00000182,2
2018,UG-2018-7Z-00000183,2
2018,UG-2018-7Z-00000187,2
2018,UG-2018-7Z-00000188,2
2018,UG-2018-7Z-00000190,4
2018,UG-2018-7Z-00000191,4
2018,UG-2018-7Z-00000192,2
2018,UG-2018-7Z-00000193,2
2018,UG-2018-7Z-00000194,2
2018,UG-2018-7Z-00000195,4
2018,UG-2018-7Z-00000196,4
2018,UG-2018-7Z-00000197,2
2018,UG-2018-7Z-00000199,2
2018,UG-2018-7Z-00000201,2
2018,UG-2018-7Z-00000202,4
2018,UG-2018-7Z-00000203,4
2018,UG-2018-7Z-00000206,2
2018,UG-2018-7Z-00000207,2
2018,UG-2018-7Z-00000209,2
2018,UG-2018-7Z-00000213,2
2018,UG-2018-7Z-00000214,4
2018,UG-2018-7Z-00000215,2
2018,UG-2018-7Z-00000217,2
2018,UG-2018-7Z-00000218,2
2018,UG-2018-7Z-00000219,4
2018,UG-2018-7Z-00000220,4
2018,UG-2018-7Z-00000221,4
2018,UG-2018-7Z-00000223,2
2018,UG-2018-7Z-00000224,2
2018,UG-2018-7Z-00000225,2
2018,UG-2018-7Z-00000226,2
2018,UG-2018-7Z-00000228,2
2018,UG-2018-7Z-00000230,2
2018,UG-2018-7Z-00000232,2
2018,UG-2018-7Z-00000233,2
2018,UG-2018-7Z-00000234,2
2018,UG-2018-7Z-00000235,2
2018,UG-2018-7Z-00000236,2
2018,UG-2018-7Z-00000238,4
2018,UG-2018-7Z-00000239,2
2018,UG-2018-7Z-00000240,2
2018,UG-2018-7Z-00000242,4
2018,UG-2018-7Z-00000243,2
2018,UG-2018-7Z-00000244,2
2018,UG-2018-7Z-00000248,2
2018,UG-2018-7Z-00000249,2
2018,UG-2018-7Z-00000250,4
2018,UG-2018-7Z-00000252,2
2018,UG-2018-7Z-00000253,4
2018,UG-2018-7Z-00000254,2
2018,UG-2018-7Z-00000256,2
2018,UG-2018-7Z-00000257,2
2018,UG-2018-7Z-00000258,4
2018,UG-2018-7Z-00000259,4
2018,UG-2018-7Z-00000260,4
2018,UG-2018-7Z-00000261,2
2018,UG-2018-7Z-00000263,2
2018,UG-2018-7Z-00000264,2
2018,UG-2018-7Z-00000265,2
2018,UG-2018-7Z-00000266,2
2018,UG-2018-7Z-00000267,2
2018,UG-2018-7Z-00000269,2
2018,UG-2018-7Z-00000271,2
2018,UG-2018-7Z-00000272,4
2018,UG-2018-7Z-00000274,2
2018,UG-2018-7Z-00000275,4
2018,UG-2018-7Z-00000276,2
2018,UG-2018-7Z-00000277,2
2018,UG-2018-7Z-00000278,4
2018,UG-2018-7Z-00000280,2
2018,UG-2018-7Z-00000281,4
2018,UG-2018-7Z-00000282,4
2018,UG-2018-7Z-00000283,4
2018,UG-2018-7Z-00000285,4
2018,UG-2018-7Z-00000286,2
2018,UG-2018-7Z-00000287,2
2018,UG-2018-7Z-00000288,4
2018,UG-2018-7Z-00000291,2
2018,UG-2018-7Z-00000292,2
2018,UG-2018-7Z-00000293,2
2018,UG-2018-7Z-00000294,2
2018,UG-2018-7Z-00000295,2
2018,UG-2018-7Z-00000296,2
2018,UG-2018-7Z-00000297,2
2018,UG-2018-7Z-00000298,2
2018,UG-2018-7Z-00000299,2
2018,UG-2018-7Z-00000300,4
2018,UG-2018-7Z-00000301,4
2018,UG-2018-7Z-00000303,4
2018,UG-2018-7Z-00000305,4
2018,UG-2018-7Z-00000306,4
2018,UG-2018-7Z-00000308,2
2018,UG-2018-7Z-00000309,2
2018,UG-2018-7Z-00000310,2
2018,UG-2018-7Z-00000311,2
2018,UG-2018-7Z-00000312,2
2018,UG-2018-7Z-00000313,2
2018,UG-2018-7Z-00000315,2
2018,UG-2018-7Z-00000316,4
2018,UG-2018-7Z-00000317,2
2018,UG-2018-7Z-00000318,4
2018,UG-2018-7Z-00000320,2
2018,ZM-2018-7#-00000001,2
2018,ZM-2018-7#-00000002,2
2018,ZM-2018-7#-00000003,4
2018,ZM-2018-7#-00000004,4
2018,ZM-2018-7#-00000006,2
2018,ZM-2018-7#-00000008,2
2018,ZM-2018-7#-00000009,4
2018,ZM-2018-7#-00000010,2
2018,ZM-2018-7#-00000012,4
2018,ZM-2018-7#-00000014,2
2018,ZM-2018-7#-00000016,4
2018,ZM-2018-7#-00000017,4
2018,ZM-2018-7#-00000018,2
2018,ZM-2018-7#-00000020,4
2018,ZM-2018-7#-00000026,4
2018,ZM-2018-7#-00000027,2
2018,ZM-2018-7#-00000029,4
2018,ZM-2018-7#-00000030,2
2018,ZM-2018-7#-00000031,4
2018,ZM-2018-7#-00000032,2
2018,ZM-2018-7#-00000034,2
2018,ZM-2018-7#-00000035,2
2018,ZM-2018-7#-00000036,4
2018,ZM-2018-7#-00000037,2
